"","Date","Short","Long","Spread","Short_koef","Long_koef","Spread_koef"
"694",2011-07-27,117.33,117.22,0.109999999999999,-0.00212847553857642,-0.00196020005663833,-0.000168275481938096
"695",2011-07-28,118.12,117.8,0.320000000000007,0.00671057944019005,0.00493576016920283,0.00177481927098722
"696",2011-07-29,116.79,116.72,0.0700000000000074,-0.0113236065852478,-0.00921036700295552,-0.00211323958229226
"697",2011-08-01,117.75,117.46,0.290000000000006,0.00818628260605259,0.0063199458798433,0.00186633672620928
"698",2011-08-02,117.63,117.35,0.280000000000001,-0.00101962792417698,-0.000936927797341447,-8.27001268355332e-05
"699",2011-08-03,113.83,113.65,0.179999999999993,-0.0328379976352249,-0.0320373719984799,-0.000800625636744989
"700",2011-08-04,111.05,110.95,0.0999999999999943,-0.0247255569966889,-0.0240439009199491,-0.000681656076739756
"701",2011-08-05,108.36,108.13,0.230000000000004,-0.0245215331235418,-0.0257454424211581,0.00122390929761629
"702",2011-08-08,105.66,105.84,-0.180000000000007,-0.0252326254807249,-0.0214056871507449,-0.00382693832998005
"703",2011-08-09,105.01,104.48,0.530000000000001,-0.00617080801826742,-0.0129328542785796,0.00676204626031218
"704",2011-08-10,104.37,104.58,-0.209999999999994,-0.0061133058859415,0.000956663231863608,-0.00706996911780511
"705",2011-08-11,106.54,106.38,0.160000000000011,0.0205782236568925,0.0170652605541868,0.00351296310270577
"706",2011-08-12,107.91,108.01,-0.100000000000009,0.0127770448867892,0.015206226116212,-0.00242918122942282
"707",2011-08-15,109.2,108.98,0.219999999999999,0.0118835169351623,0.00894056372456919,0.00294295321059312
"708",2011-08-16,109.17,109.2,-0.0300000000000011,-0.000274763018626167,0.00201668415585221,-0.00229144717447838
"709",2011-08-17,109.47,111.19,-1.72,0.00274423882428732,0.018059386404353,-0.0153151475800657
"710",2011-08-18,108,107.3,0.700000000000003,-0.0135193119922459,-0.0356118000785051,0.0220924880862592
"711",2011-08-19,108.25,106.23,2.02,0.00231213975837896,-0.0100220948447305,0.0123342346031095
"712",2011-08-22,107.07,106.7,0.36999999999999,-0.0109605407124205,0.00441460351578549,-0.015375144228206
"713",2011-08-23,108.58,108,0.579999999999998,0.0140044023071262,0.0121100688165123,0.00189433349061385
"714",2011-08-24,110.2,109.24,0.960000000000008,0.0148096682415098,0.0114160694812844,0.00339359876022538
"715",2011-08-25,109.44,109.2,0.239999999999995,-0.00692044284457438,-0.000366233294699647,-0.00655420954987473
"716",2011-08-26,110.56,109.58,0.980000000000004,0.01018190614512,0.00347381279946468,0.00670809334565536
"717",2011-08-29,112.42,111.77,0.650000000000006,0.0166834975545687,0.0197883122872504,-0.00310481473268176
"718",2011-08-30,113.25,112.72,0.530000000000001,0.00735590678921483,0.00846367919290536,-0.00110777240369053
"719",2011-08-31,114.56,113.69,0.870000000000005,0.011500938849192,0.00856857855059001,0.002932360298602
"720",2011-09-01,114.84,113.83,1.01000000000001,0.00244115204052786,0.00123066119610993,0.00121049084441793
"721",2011-09-02,111.58,110.96,0.620000000000005,-0.0287980328354811,-0.0255363313305486,-0.00326170150493255
"722",2011-09-05,110.66,109.61,1.05,-0.00827938494741876,-0.0122411647789447,0.0039617798315259
"723",2011-09-06,111.42,110.41,1.01000000000001,0.00684440712270629,0.00727209822341379,-0.000427691100707506
"724",2011-09-07,114.83,113.9,0.929999999999993,0.0301459291954282,0.0311201610020913,-0.000974231806663006
"725",2011-09-08,116.08,114.73,1.34999999999999,0.0108268347878342,0.00726067135791464,0.00356616342991956
"726",2011-09-09,112.7,111.5,1.2,-0.0295501875302016,-0.0285569509108781,-0.00099323661932349
"727",2011-09-12,111.98,110.05,1.93000000000001,-0.00640913712498303,-0.013089782927703,0.00668064580271999
"728",2011-09-13,111.81,109.92,1.89,-0.00151928176147109,-0.00118197949843157,-0.000337302263039518
"729",2011-09-14,111.7,109,2.7,-0.000984296084121539,-0.00840494624489541,0.00742065016077387
"730",2011-09-15,114.83,112.21,2.62,0.027636067712943,0.0290242334476316,-0.00138816573468858
"731",2011-09-16,115.11,113,2.11,0.00243541913887224,0.00701570303556576,-0.00458028389669352
"732",2011-09-19,109.37,108.23,1.14,-0.0511515635798361,-0.043129226405286,-0.00802233717455003
"733",2011-09-20,111.39,110.05,1.34,0.0183009275099639,0.0166762156654157,0.00162471184454827
"734",2011-09-21,111.86,110.37,1.48999999999999,0.00421053253634351,0.00290354981232266,0.00130698272402086
"735",2011-09-22,106.5,105.01,1.48999999999999,-0.0491031042439616,-0.049782774066891,0.000679669822929441
"736",2011-09-23,104.7,103.8,0.900000000000006,-0.017045867272989,-0.0115896129861142,-0.0054562542868748
"737",2011-09-26,103.34,101.64,1.7,-0.0130745950174527,-0.021028812279825,0.00795421726237233
"738",2011-09-27,106.56,105.22,1.34,0.0306836839330407,0.034616237850698,-0.00393255391765734
"739",2011-09-28,106.1,104.7,1.39999999999999,-0.00432616117214213,-0.0049542784261698,0.000628117254027671
"740",2011-09-29,104.38,103.34,1.03999999999999,-0.0163439594046695,-0.0130745950174527,-0.00326936438721681
"741",2011-09-30,103,101.54,1.45999999999999,-0.0133090979856316,-0.0175717133397901,0.00426261535415851
"742",2011-10-03,101.58,99.61,1.97,-0.0138823228565368,-0.0191902483621744,0.00530792550563763
"743",2011-10-04,100.39,98.48,1.91,-0.0117840646696639,-0.0114090792808756,-0.000374985388788218
"744",2011-10-05,102.2,100.65,1.55,0.0178690770661687,0.0217956702096025,-0.0039265931434338
"745",2011-10-06,103.13,101.74,1.39,0.00905865055837385,0.010771387308818,-0.00171273675044414
"746",2011-10-07,105.76,104.22,1.54000000000001,0.0251820477753988,0.0240835100864496,0.00109853768894919
"747",2011-10-10,108.64,106.61,2.03,0.0268672877070095,0.0226732664813154,0.00419402122569412
"748",2011-10-11,109.2,106.8,2.40000000000001,0.00514139950041859,0.00178061056371082,0.00336078893670777
"749",2011-10-12,112.58,109.78,2.8,0.0304830167250758,0.0275204365956485,0.00296258012942729
"750",2011-10-13,109.78,107.78,2,-0.0251857169141374,-0.0183862506163921,-0.0067994662977453
"751",2011-10-14,114,111.85,2.15000000000001,0.0377200852727526,0.0370665754307877,0.000653509841964883
"752",2011-10-17,114.55,110.89,3.66,0.00481296050500912,-0.00861996897101402,0.0134329294760231
"753",2011-10-18,109.43,108.04,1.39,-0.0457263334691529,-0.0260371900407099,-0.019689143428443
"754",2011-10-19,111.38,110.56,0.819999999999993,0.0176627027311707,0.0230568310949453,-0.00539412836377462
"755",2011-10-20,109.02,107.88,1.14,-0.0214164265253878,-0.024538861747831,0.00312243522244326
"756",2011-10-21,111.18,109.84,1.34,0.0196191578891884,0.0180052631881864,0.00161389470100204
"757",2011-10-24,110.5,109.32,1.18000000000001,-0.00613498856751526,-0.00474540039984817,-0.0013895881676671
"758",2011-10-25,110.58,109.07,1.51000000000001,0.00072371995197873,-0.00228948311921595,0.00301320307119468
"759",2011-10-26,109.61,108.5,1.11,-0.00881062968215485,-0.00523970496013693,-0.00357092472201792
"760",2011-10-27,111.8,110.72,1.08,0.0197829494933668,0.0202543188888447,-0.000471369395477872
"761",2011-10-28,110.59,109.74,0.850000000000009,-0.0108818916337299,-0.00889056023852941,-0.00199133139520047
"762",2011-10-31,109.27,107.95,1.31999999999999,-0.0120077855046148,-0.0164457746700135,0.00443798916539873
"763",2011-11-01,107.39,106.3,1.09,-0.0173548157125287,-0.0154028716129142,-0.00195194409961452
"764",2011-11-02,110.9,109.49,1.41000000000001,0.0321618264861963,0.0295679355374316,0.00259389094876461
"765",2011-11-03,110.03,107.77,2.26000000000001,-0.00787583847449991,-0.015833894276593,0.00795805580209308
