Date;Sec;Open;Min;Max;Close;Deal;Volume;AV ETC
19.05.2009;EURUSD_TOM;1,3546;1,3542;1,3648;1,3589;77;1815322193;1,3601
20.05.2009;EURUSD_TOM;1,3592;1,3588;1,3708;1,3677;224;3768999485;1,3648
21.05.2009;EURUSD_TOM;1,377;1,3742;1,3831;1,3742;134;2314093460;1,3782
22.05.2009;EURUSD_TOM;1,3926;1,3916;1,399;1,3982;84;1290410581;1,3944
25.05.2009;EURUSD_TOM;1,4025;1,3965;1,4025;1,4003;13;128698088,4;1,3983
26.05.2009;EURUSD_TOM;1,3977;1,3864;1,3977;1,3911;155;1873935899;1,3915
27.05.2009;EURUSD_TOM;1,3942;1,3893;1,3981;1,395;122;1388165830;1,3939
28.05.2009;EURUSD_TOM;1,3826;1,3819;1,3898;1,3888;106;1829497874;1,3849
29.05.2009;EURUSD_TOM;1,3999;1,3987;1,4129;1,41;93;1420039148;1,4061
01.06.2009;EURUSD_TOM;1,4146;1,4144;1,4244;1,4207;90;1666929784;1,421
02.06.2009;EURUSD_TOM;1,4128;1,4104;1,4278;1,4231;92;1551981900;1,4182
03.06.2009;EURUSD_TOM;1,4293;1,4164;1,4325;1,4178;71;1733829427;1,4254
04.06.2009;EURUSD_TOM;1,4186;1,4091;1,4248;1,4152;70;784241583;1,4185
05.06.2009;EURUSD_TOM;1,4199;1,4144;1,426;1,4144;34;318074512,6;1,4221
08.06.2009;EURUSD_TOM;1,3951;1,3828;1,3953;1,3873;15;158053262,5;1,3897
09.06.2009;EURUSD_TOM;1,3878;1,387;1,3986;1,3986;56;716081856;1,3926
10.06.2009;EURUSD_TOM;1,4104;1,4067;1,414;1,407;54;535199015,4;1,4103
11.06.2009;EURUSD_TOM;1,4064;1,3952;1,4064;1,3994;36;172832367,5;1,4015
15.06.2009;EURUSD_TOM;1,3916;1,3844;1,3916;1,3884;65;470484119,2;1,3875
16.06.2009;EURUSD_TOM;1,3832;1,3821;1,392;1,3904;49;455991365,6;1,3873
17.06.2009;EURUSD_TOM;1,39;1,3832;1,3912;1,3862;75;536209755,9;1,3875
18.06.2009;EURUSD_TOM;1,3953;1,3924;1,3977;1,395;25;218691818,8;1,3942
19.06.2009;EURUSD_TOM;1,3944;1,3895;1,3946;1,393;25;213521544;1,3922
22.06.2009;EURUSD_TOM;1,3897;1,3842;1,3897;1,3842;19;94810209;1,3862
23.06.2009;EURUSD_TOM;1,3826;1,3826;1,4004;1,3989;66;384479200;1,393
24.06.2009;EURUSD_TOM;1,4082;1,4018;1,4127;1,408;71;803571594;1,4085
25.06.2009;EURUSD_TOM;1,3968;1,3916;1,398;1,3919;61;724362826;1,3962
26.06.2009;EURUSD_TOM;1,4042;1,4017;1,4108;1,4095;88;881172734,4;1,4059
29.06.2009;EURUSD_TOM;1,401;1,4;1,4074;1,4062;31;380814997,5;1,4044
30.06.2009;EURUSD_TOM;1,4122;1,4083;1,4149;1,4118;74;1017917693;1,4117
01.07.2009;EURUSD_TOM;1,4033;1,4032;1,4124;1,412;54;757748736;1,4065
02.07.2009;EURUSD_TOM;1,4111;1,4023;1,4121;1,404;56;557486609,4;1,4085
03.07.2009;EURUSD_TOM;1,4;1,3985;1,4025;1,4012;41;406825583,2;1,4007
06.07.2009;EURUSD_TOM;1,3948;1,3893;1,3948;1,3917;27;309624994;1,3916
07.07.2009;EURUSD_TOM;1,3959;1,391;1,4029;1,4026;36;307199788,6;1,397
08.07.2009;EURUSD_TOM;1,3917;1,386;1,3938;1,3889;82;980574068,1;1,3895
09.07.2009;EURUSD_TOM;1,3927;1,3913;1,4003;1,3998;41;706748864,4;1,3944
10.07.2009;EURUSD_TOM;1,3958;1,388;1,397;1,3929;100;1210001936;1,3929
13.07.2009;EURUSD_TOM;1,391;1,3902;1,3992;1,3961;124;2137523274;1,3948
14.07.2009;EURUSD_TOM;1,3999;1,3958;1,401;1,397;81;767056370,7;1,3994
15.07.2009;EURUSD_TOM;1,4006;1,4006;1,4095;1,4086;52;681718165,1;1,4051
16.07.2009;EURUSD_TOM;1,4084;1,406;1,415;1,415;55;751174830;1,4083
17.07.2009;EURUSD_TOM;1,4128;1,4066;1,4131;1,4077;48;468369300;1,4105
20.07.2009;EURUSD_TOM;1,4169;1,4162;1,4244;1,4223;78;1475518948;1,422
21.07.2009;EURUSD_TOM;1,4211;1,4183;1,4237;1,4231;90;675899446,2;1,4212
22.07.2009;EURUSD_TOM;1,4212;1,4183;1,4212;1,4185;53;596463369,6;1,4192
23.07.2009;EURUSD_TOM;1,4253;1,4205;1,4265;1,423;95;1592716338;1,4235
24.07.2009;EURUSD_TOM;1,4174;1,4174;1,425;1,4216;91;831878154,8;1,421
27.07.2009;EURUSD_TOM;1,4254;1,4236;1,4295;1,4273;70;566318955,2;1,4265
28.07.2009;EURUSD_TOM;1,4278;1,4221;1,4303;1,4232;59;711979325,4;1,4268
29.07.2009;EURUSD_TOM;1,4159;1,409;1,4188;1,4102;184;1789828145;1,4135
30.07.2009;EURUSD_TOM;1,4071;1,4042;1,409;1,406;116;1013831242;1,4071
31.07.2009;EURUSD_TOM;1,4126;1,4089;1,416;1,4117;90;658815090,7;1,4124
03.08.2009;EURUSD_TOM;1,4229;1,4211;1,4323;1,4323;97;1040503972;1,4271
04.08.2009;EURUSD_TOM;1,4391;1,4383;1,4417;1,4398;29;322365450;1,4395
05.08.2009;EURUSD_TOM;1,4386;1,4372;1,4425;1,4396;48;582030874,6;1,44
06.08.2009;EURUSD_TOM;1,4405;1,4371;1,4421;1,439;58;998370288;1,4392
07.08.2009;EURUSD_TOM;1,4355;1,4277;1,4409;1,4313;157;2290127965;1,4358
10.08.2009;EURUSD_TOM;1,4214;1,4169;1,4216;1,4169;74;631559288,5;1,4195
11.08.2009;EURUSD_TOM;1,4139;1,4136;1,418;1,4136;92;863755356,8;1,4156
12.08.2009;EURUSD_TOM;1,4132;1,4089;1,4167;1,4162;144;1653796459;1,4126
13.08.2009;EURUSD_TOM;1,4243;1,4238;1,4316;1,4297;132;1760946280;1,4263
14.08.2009;EURUSD_TOM;1,4269;1,4261;1,4296;1,429;50;517478796,8;1,4272
17.08.2009;EURUSD_TOM;1,4134;1,4052;1,4158;1,407;142;1410040855;1,4108
18.08.2009;EURUSD_TOM;1,4122;1,408;1,4151;1,4082;109;1180668720;1,4121
19.08.2009;EURUSD_TOM;1,4119;1,4088;1,4131;1,4116;70;454806690,8;1,4103
20.08.2009;EURUSD_TOM;1,4237;1,4217;1,425;1,4235;65;654703903,5;1,4236
21.08.2009;EURUSD_TOM;1,423;1,4223;1,434;1,4329;57;409356220;1,4298
24.08.2009;EURUSD_TOM;1,4325;1,4287;1,4337;1,4328;78;770244588,3;1,4311
25.08.2009;EURUSD_TOM;1,4296;1,426;1,4342;1,4342;59;729507938,4;1,4295
26.08.2009;EURUSD_TOM;1,4317;1,4264;1,4352;1,4282;139;1042851940;1,4305
27.08.2009;EURUSD_TOM;1,4249;1,4042;1,4282;1,4259;87;358447023,2;1,4249
28.08.2009;EURUSD_TOM;1,4361;1,4329;1,4372;1,4351;62;616083759,4;1,4355
31.08.2009;EURUSD_TOM;1,4281;1,426;1,4291;1,4289;17;178848742,8;1,4277
01.09.2009;EURUSD_TOM;1,437;1,4296;1,4374;1,4306;40;301396551,4;1,4352
02.09.2009;EURUSD_TOM;1,423;1,42;1,4242;1,4207;37;295310496,9;1,4222
03.09.2009;EURUSD_TOM;1,4285;1,4282;1,4319;1,4288;43;370590736;1,4299
04.09.2009;EURUSD_TOM;1,4264;1,4226;1,4289;1,4226;94;1019576665;1,4272
07.09.2009;EURUSD_TOM;1,4335;1,4329;1,4356;1,4333;34;764993355,6;1,4342
08.09.2009;EURUSD_TOM;1,4347;1,4345;1,45;1,45;157;2115454368;1,4462
09.09.2009;EURUSD_TOM;1,4501;1,4469;1,4556;1,4547;178;2273688902;1,451
10.09.2009;EURUSD_TOM;1,4585;1,452;1,4604;1,4577;87;1489628390;1,4557
11.09.2009;EURUSD_TOM;1,4622;1,4589;1,4622;1,4589;38;207457689,6;1,4606
14.09.2009;EURUSD_TOM;1,4532;1,453;1,457;1,4555;17;390306377;1,4553
15.09.2009;EURUSD_TOM;1,4631;1,4569;1,4636;1,4569;52;435342037,5;1,4612
16.09.2009;EURUSD_TOM;1,469;1,466;1,4712;1,4688;36;392329176;1,4692
17.09.2009;EURUSD_TOM;1,4741;1,4714;1,4768;1,4714;64;717535790,8;1,4745
18.09.2009;EURUSD_TOM;1,47;1,4651;1,4717;1,4705;24;214431640,5;1,4683
21.09.2009;EURUSD_TOM;1,4671;1,4622;1,4671;1,463;33;195835508,1;1,4655
22.09.2009;EURUSD_TOM;1,4712;1,4712;1,4808;1,4798;26;443668024,4;1,4767
23.09.2009;EURUSD_TOM;1,4817;1,477;1,4817;1,4789;59;328871250;1,4794
24.09.2009;EURUSD_TOM;1,4732;1,4731;1,48;1,4791;67;687761143,2;1,4765
25.09.2009;EURUSD_TOM;1,4688;1,4629;1,4714;1,4637;67;823003824;1,4677
28.09.2009;EURUSD_TOM;1,4589;1,4588;1,4664;1,4652;26;830733130,2;1,4653
29.09.2009;EURUSD_TOM;1,4621;1,454;1,4635;1,456;71;909721396,5;1,4581
30.09.2009;EURUSD_TOM;1,4636;1,4591;1,4672;1,4591;75;1140392215;1,4631
01.10.2009;EURUSD_TOM;1,4558;1,4536;1,4604;1,4554;32;202234521,6;1,457
02.10.2009;EURUSD_TOM;1,4543;1,4486;1,4558;1,4513;68;1421535307;1,4515
05.10.2009;EURUSD_TOM;1,4633;1,46;1,4653;1,4603;50;926564263,8;1,463
06.10.2009;EURUSD_TOM;1,4737;1,471;1,4744;1,4721;47;520870422,9;1,4725
07.10.2009;EURUSD_TOM;1,4703;1,4682;1,4734;1,4682;69;1351756192;1,4708
08.10.2009;EURUSD_TOM;1,4748;1,4748;1,4789;1,4789;75;1388997407;1,4767
09.10.2009;EURUSD_TOM;1,4725;1,4717;1,4762;1,474;73;2103985590;1,4729
12.10.2009;EURUSD_TOM;1,4718;1,4685;1,4772;1,4767;50;2199053841;1,474
13.10.2009;EURUSD_TOM;1,4785;1,4769;1,4867;1,4843;46;855867736,8;1,4834
14.10.2009;EURUSD_TOM;1,4889;1,4872;1,4919;1,4883;102;1185104201;1,4894
15.10.2009;EURUSD_TOM;1,4959;1,4849;1,4967;1,4865;76;3856365101;1,49
16.10.2009;EURUSD_TOM;1,4928;1,4855;1,4932;1,4866;89;979914254;1,4904
19.10.2009;EURUSD_TOM;1,489;1,4876;1,4945;1,4926;58;593066238,2;1,4929
20.10.2009;EURUSD_TOM;1,4977;1,4958;1,499;1,4975;33;202322012,5;1,4974
21.10.2009;EURUSD_TOM;1,4938;1,491;1,4962;1,493;82;733870564,2;1,4932
22.10.2009;EURUSD_TOM;1,4983;1,495;1,5005;1,4991;45;543695741;1,4974
23.10.2009;EURUSD_TOM;1,5022;1,4996;1,5047;1,5025;54;362157996;1,5024
26.10.2009;EURUSD_TOM;1,5038;1,5017;1,5038;1,5032;25;160601721,7;1,5029
27.10.2009;EURUSD_TOM;1,4912;1,4857;1,4916;1,486;42;472151170,8;1,4886
28.10.2009;EURUSD_TOM;1,4839;1,476;1,4839;1,48;90;1122396267;1,4802
29.10.2009;EURUSD_TOM;1,4715;1,4714;1,4804;1,4784;74;884310258,3;1,4744
30.10.2009;EURUSD_TOM;1,4825;1,4793;1,485;1,4796;50;570002202;1,4809
02.11.2009;EURUSD_TOM;1,4742;1,4737;1,4787;1,4766;51;456820154,6;1,4764
03.11.2009;EURUSD_TOM;1,4768;1,463;1,4772;1,465;96;742721241,2;1,4698
05.11.2009;EURUSD_TOM;1,4826;1,4814;1,4902;1,4898;28;248820859;1,486
06.11.2009;EURUSD_TOM;1,4867;1,4821;1,4905;1,4839;33;379507893,9;1,486
09.11.2009;EURUSD_TOM;1,4954;1,4952;1,5002;1,5002;26;393642293,8;1,498
10.11.2009;EURUSD_TOM;1,498;1,4967;1,5011;1,4971;29;264322197,6;1,4994
11.11.2009;EURUSD_TOM;1,4978;1,4978;1,5043;1,5021;34;476056058,4;1,5029
12.11.2009;EURUSD_TOM;1,5007;1,4905;1,5007;1,4935;55;553008755,2;1,4946
13.11.2009;EURUSD_TOM;1,488;1,486;1,4896;1,4875;43;491701737,2;1,4873
16.11.2009;EURUSD_TOM;1,4975;1,495;1,4993;1,4964;30;327819638,2;1,4965
17.11.2009;EURUSD_TOM;1,4963;1,4863;1,4967;1,489;48;980856873,5;1,4922
18.11.2009;EURUSD_TOM;1,4903;1,4903;1,497;1,4943;19;83988018,4;1,4953
19.11.2009;EURUSD_TOM;1,4911;1,485;1,4911;1,4882;48;474564564,8;1,4875
20.11.2009;EURUSD_TOM;1,4911;1,4813;1,4911;1,4839;54;831985312,2;1,4877
23.11.2009;EURUSD_TOM;1,4932;1,4932;1,4979;1,4979;18;114014814,3;1,4962
24.11.2009;EURUSD_TOM;1,4906;1,49;1,4981;1,498;17;217625365,6;1,4937
25.11.2009;EURUSD_TOM;1,5001;1,4993;1,5086;1,5081;37;355551288,9;1,5062
26.11.2009;EURUSD_TOM;1,508;1,5052;1,509;1,507;33;283469752,3;1,5072
27.11.2009;EURUSD_TOM;1,4923;1,4835;1,4928;1,4907;132;1198602848;1,4889
30.11.2009;EURUSD_TOM;1,5063;1,5017;1,507;1,5018;48;648988730,1;1,5035
01.12.2009;EURUSD_TOM;1,5028;1,5025;1,5092;1,5078;30;577664794,2;1,5079
02.12.2009;EURUSD_TOM;1,5079;1,5074;1,5107;1,5075;38;837415403,2;1,509
03.12.2009;EURUSD_TOM;1,5112;1,5085;1,5131;1,5088;58;837937824;1,5115
04.12.2009;EURUSD_TOM;1,509;1,4941;1,509;1,4941;44;384492150;1,5043
07.12.2009;EURUSD_TOM;1,4875;1,4768;1,488;1,4803;79;783601445;1,4802
08.12.2009;EURUSD_TOM;1,4833;1,4731;1,4864;1,4749;139;1562062895;1,4805
09.12.2009;EURUSD_TOM;1,4696;1,4695;1,4775;1,4753;126;1646315798;1,4743
10.12.2009;EURUSD_TOM;1,4733;1,4703;1,4751;1,474;139;1045026611;1,4734
11.12.2009;EURUSD_TOM;1,4722;1,4711;1,4938;1,4717;69;962860107;1,4744
14.12.2009;EURUSD_TOM;1,4664;1,4626;1,4686;1,4634;68;749544931,1;1,465
15.12.2009;EURUSD_TOM;1,464;1,4526;1,4644;1,4545;63;1108009962;1,4559
16.12.2009;EURUSD_TOM;1,4553;1,4523;1,4577;1,4551;45;264982923;1,4543
17.12.2009;EURUSD_TOM;1,4415;1,4332;1,4417;1,4343;95;786189852,8;1,4379
18.12.2009;EURUSD_TOM;1,4369;1,4331;1,4403;1,4331;96;730917428,8;1,4367
21.12.2009;EURUSD_TOM;1,4325;1,4285;1,437;1,4354;36;350452967,8;1,4336
22.12.2009;EURUSD_TOM;1,4296;1,4271;1,4332;1,4305;87;526388078,8;1,4312
23.12.2009;EURUSD_TOM;1,4258;1,424;1,4289;1,4277;65;523110672;1,426
24.12.2009;EURUSD_TOM;1,4361;1,4351;1,4415;1,4385;129;926313209,6;1,4392
25.12.2009;EURUSD_TOM;1,4396;1,439;1,4449;1,443;128;872660099,7;1,4424
28.12.2009;EURUSD_TOM;1,439;1,438;1,4417;1,4407;258;1744922494;1,4394
29.12.2009;EURUSD_TOM;1,4391;1,4391;1,4463;1,4447;127;826376177;1,4429
30.12.2009;EURUSD_TOM;1,4353;1,4336;1,4365;1,434;74;607252542,4;1,4353
11.01.2010;EURUSD_TOM;1,4497;1,4487;1,454;1,4526;44;250332480;1,4517
12.01.2010;EURUSD_TOM;1,4502;1,4467;1,4518;1,4475;29;263688858;1,4485
13.01.2010;EURUSD_TOM;1,4505;1,4466;1,4576;1,4568;55;426362074,5;1,4535
14.01.2010;EURUSD_TOM;1,4539;1,4487;1,4548;1,4515;67;598074572,5;1,4514
15.01.2010;EURUSD_TOM;1,4421;1,4373;1,4428;1,438;129;987749852,4;1,4401
18.01.2010;EURUSD_TOM;1,4381;1,4368;1,4388;1,4371;31;130667654;1,4378
19.01.2010;EURUSD_TOM;1,4396;1,4276;1,4414;1,4288;52;450171670,4;1,4347
20.01.2010;EURUSD_TOM;1,4205;1,4135;1,4212;1,4138;68;579318103,2;1,4182
21.01.2010;EURUSD_TOM;1,4114;1,4042;1,4114;1,4072;31;204989228,5;1,4066
22.01.2010;EURUSD_TOM;1,4138;1,4115;1,4155;1,4129;33;289761877,2;1,4135
25.01.2010;EURUSD_TOM;1,4165;1,4134;1,4184;1,4143;58;329887912,3;1,4156
26.01.2010;EURUSD_TOM;1,4093;1,407;1,4107;1,4079;55;413969872,6;1,4091
27.01.2010;EURUSD_TOM;1,4057;1,4028;1,4086;1,4052;77;739245204,3;1,4068
28.01.2010;EURUSD_TOM;1,4022;1,3983;1,4046;1,3995;60;358798080,3;1,4014
29.01.2010;EURUSD_TOM;1,3953;1,3943;1,398;1,395;39;269300526,8;1,3967
01.02.2010;EURUSD_TOM;1,3893;1,3883;1,3929;1,3915;25;295246335,5;1,3906
02.02.2010;EURUSD_TOM;1,3934;1,3913;1,3956;1,3938;41;252433378;1,394
03.02.2010;EURUSD_TOM;1,3972;1,396;1,4025;1,396;43;558321005;1,3988
04.02.2010;EURUSD_TOM;1,3872;1,3821;1,3885;1,3821;33;167237535,6;1,3848
05.02.2010;EURUSD_TOM;1,3695;1,3665;1,3736;1,3736;41;558896504,3;1,3691
08.02.2010;EURUSD_TOM;1,3673;1,3659;1,3712;1,3674;36;397898420,8;1,3667
09.02.2010;EURUSD_TOM;1,3733;1,3705;1,3772;1,3752;10;96658656,13;1,3754
10.02.2010;EURUSD_TOM;1,3755;1,3731;1,381;1,3744;25;242536944,4;1,376
11.02.2010;EURUSD_TOM;1,3779;1,3688;1,3779;1,3697;49;526783813,4;1,3733
12.02.2010;EURUSD_TOM;1,3674;1,3532;1,3678;1,3581;77;662255408,4;1,3596
15.02.2010;EURUSD_TOM;1,3602;1,3596;1,3619;1,3604;11;140684015,3;1,36
16.02.2010;EURUSD_TOM;1,3651;1,3651;1,3678;1,3674;16;27868544,35;1,3662
17.02.2010;EURUSD_TOM;1,3744;1,3716;1,379;1,3721;25;157724579,2;1,3742
18.02.2010;EURUSD_TOM;1,3585;1,3545;1,3588;1,3557;74;518865940,2;1,3566
19.02.2010;EURUSD_TOM;1,3463;1,3463;1,3528;1,3515;56;215874470,3;1,3495
24.02.2010;EURUSD_TOM;1,3533;1,3522;1,3569;1,3544;35;316383229;1,3541
25.02.2010;EURUSD_TOM;1,3477;1,3468;1,3504;1,3485;61;585510334,1;1,348
26.02.2010;EURUSD_TOM;1,3565;1,3558;1,3619;1,3586;56;506785045,9;1,3592
27.02.2010;EURUSD_TOM;1,3625;1,3625;1,3631;1,3625;10;73024863,5;1,3627
01.03.2010;EURUSD_TOM;1,3596;1,3515;1,3649;1,3523;86;676073087,8;1,3577
02.03.2010;EURUSD_TOM;1,3516;1,3445;1,3594;1,3587;103;954787127,9;1,349
03.03.2010;EURUSD_TOM;1,3624;1,3594;1,3662;1,3659;61;257813300,5;1,3636
04.03.2010;EURUSD_TOM;1,3662;1,3633;1,3688;1,368;37;470459881,4;1,3666
05.03.2010;EURUSD_TOM;1,3584;1,3538;1,3606;1,3564;31;323566444;1,3563
09.03.2010;EURUSD_TOM;1,3611;1,3547;1,3625;1,3547;32;247154662,7;1,3586
10.03.2010;EURUSD_TOM;1,358;1,3554;1,3617;1,361;19;130533011,5;1,3584
11.03.2010;EURUSD_TOM;1,3622;1,3622;1,3684;1,3649;32;205841918,4;1,3664
12.03.2010;EURUSD_TOM;1,3695;1,3695;1,379;1,3761;34;193105998,1;1,3763
15.03.2010;EURUSD_TOM;1,3739;1,3706;1,3743;1,3717;25;114513218,9;1,3715
16.03.2010;EURUSD_TOM;1,3668;1,3668;1,3728;1,3719;21;87705421,46;1,3708
17.03.2010;EURUSD_TOM;1,3794;1,3743;1,3818;1,3743;22;107779967,8;1,3786
18.03.2010;EURUSD_TOM;1,3668;1,3651;1,3687;1,3687;16;122803509,4;1,3667
19.03.2010;EURUSD_TOM;1,3611;1,3535;1,3627;1,3535;20;127095617,2;1,3583
22.03.2010;EURUSD_TOM;1,3515;1,347;1,3528;1,3497;31;248082709,4;1,3498
23.03.2010;EURUSD_TOM;1,3514;1,349;1,353;1,3496;24;332243420,6;1,3522
24.03.2010;EURUSD_TOM;1,343;1,3341;1,343;1,3361;32;622759109,8;1,3375
25.03.2010;EURUSD_TOM;1,3319;1,3317;1,336;1,333;19;152288230;1,3336
26.03.2010;EURUSD_TOM;1,3339;1,3339;1,34;1,3378;49;625471504,6;1,3358
29.03.2010;EURUSD_TOM;1,344;1,344;1,35;1,345;29;460815354,5;1,3476
30.03.2010;EURUSD_TOM;1,3502;1,3457;1,3513;1,3465;36;468146829,5;1,3477
31.03.2010;EURUSD_TOM;1,3412;1,3412;1,3516;1,3496;41;555219125,5;1,3465
01.04.2010;EURUSD_TOM;1,3481;1,3473;1,351;1,3473;18;197536398,6;1,3489
02.04.2010;EURUSD_TOM;1,3561;1,3522;1,3561;1,3522;27;545092841,4;1,3546
05.04.2010;EURUSD_TOM;1,35;1,3469;1,35;1,3484;9;25169632,07;1,348
06.04.2010;EURUSD_TOM;1,3423;1,3361;1,3435;1,3361;22;149255760,1;1,3401
07.04.2010;EURUSD_TOM;1,3367;1,3334;1,3399;1,3342;38;487708660,3;1,337
08.04.2010;EURUSD_TOM;1,3321;1,3295;1,3326;1,3326;25;496684952,1;1,3299
09.04.2010;EURUSD_TOM;1,3359;1,3359;1,3415;1,3374;22;179867877,8;1,3372
12.04.2010;EURUSD_TOM;1,3661;1,3572;1,3661;1,3583;31;341176308,8;1,3631
13.04.2010;EURUSD_TOM;1,36;1,3558;1,3616;1,3616;23;249125035,2;1,3576
14.04.2010;EURUSD_TOM;1,3646;1,36;1,3655;1,3634;33;629413552,3;1,3614
15.04.2010;EURUSD_TOM;1,364;1,3533;1,364;1,3555;52;1200343237;1,3558
16.04.2010;EURUSD_TOM;1,3528;1,3511;1,3555;1,3513;23;377287481,4;1,3538
19.04.2010;EURUSD_TOM;1,344;1,3426;1,3462;1,3427;22;651573410,1;1,3446
20.04.2010;EURUSD_TOM;1,3459;1,3456;1,3514;1,3475;36;632121127,3;1,3482
21.04.2010;EURUSD_TOM;1,3432;1,3365;1,3443;1,3392;37;545905937;1,3402
22.04.2010;EURUSD_TOM;1,34;1,3323;1,3413;1,3326;23;202688103,9;1,3376
23.04.2010;EURUSD_TOM;1,3224;1,3224;1,3337;1,329;62;1149792250;1,3291
26.04.2010;EURUSD_TOM;1,335;1,33;1,338;1,3342;25;151515697,1;1,3339
27.04.2010;EURUSD_TOM;1,3379;1,3292;1,3379;1,3292;17;182053063,6;1,3339
28.04.2010;EURUSD_TOM;1,3188;1,315;1,325;1,3247;78;1367164463;1,3216
29.04.2010;EURUSD_TOM;1,3205;1,3197;1,3271;1,3251;81;1457474248;1,324
30.04.2010;EURUSD_TOM;1,3266;1,3266;1,3331;1,3329;24;206645975;1,3305
04.05.2010;EURUSD_TOM;1,3185;1,307;1,3185;1,307;51;347541782,5;1,3143
05.05.2010;EURUSD_TOM;1,2967;1,2864;1,2985;1,2864;58;350061213,2;1,2953
06.05.2010;EURUSD_TOM;1,2774;1,27;1,2817;1,27;82;750665706,6;1,2772
07.05.2010;EURUSD_TOM;1,2685;1,264;1,2796;1,27;65;446325246,1;1,2728
11.05.2010;EURUSD_TOM;1,2698;1,2675;1,2753;1,27;48;238990437,1;1,2698
12.05.2010;EURUSD_TOM;1,2626;1,2626;1,2735;1,2677;44;797330459,7;1,2693
13.05.2010;EURUSD_TOM;1,2674;1,2555;1,2678;1,2567;39;938499988,9;1,2594
14.05.2010;EURUSD_TOM;1,2527;1,244;1,2571;1,2528;125;1662395641;1,2478
17.05.2010;EURUSD_TOM;1,2305;1,2258;1,236;1,2338;46;476301241,3;1,2313
18.05.2010;EURUSD_TOM;1,2377;1,2372;1,2445;1,241;75;803797428,6;1,2406
19.05.2010;EURUSD_TOM;1,2182;1,2166;1,2309;1,2309;84;1225825576;1,2221
20.05.2010;EURUSD_TOM;1,2339;1,2315;1,2426;1,2361;50;714596467,9;1,2387
21.05.2010;EURUSD_TOM;1,259;1,2472;1,259;1,2571;35;498127068,5;1,251
24.05.2010;EURUSD_TOM;1,2512;1,236;1,2515;1,2381;30;323579503,4;1,2415
25.05.2010;EURUSD_TOM;1,2284;1,2191;1,2287;1,2198;25;272047215,7;1,2246
26.05.2010;EURUSD_TOM;1,2282;1,2267;1,2341;1,2268;39;670047982;1,2293
27.05.2010;EURUSD_TOM;1,2282;1,2228;1,2332;1,2251;172;1843456215;1,2264
28.05.2010;EURUSD_TOM;1,2315;1,2315;1,2446;1,237;118;1058488854;1,2377
31.05.2010;EURUSD_TOM;1,2312;1,2292;1,2321;1,232;31;206802892,3;1,2305
01.06.2010;EURUSD_TOM;1,2264;1,2125;1,2264;1,2171;51;432022969,5;1,2182
02.06.2010;EURUSD_TOM;1,2228;1,219;1,2272;1,22;66;780864357,1;1,2225
03.06.2010;EURUSD_TOM;1,2309;1,2245;1,2319;1,2252;38;868041008,3;1,2295
04.06.2010;EURUSD_TOM;1,2181;1,204;1,2212;1,2058;59;1392349048;1,215
