Date;Sec;Open;Min;Max;Close;Deal;Volume;AV ETC
21.08.2013;CNYRUB_TOM;5,3875;5,3875;5,402;5,395;8;43516772;5,3891
22.08.2013;CNYRUB_TOM;5,426;5,417;5,43;5,43;10;47862336,5;5,4241
23.08.2013;CNYRUB_TOM;5,3975;5,3975;5,3975;5,3975;1;1349375;5,3975
26.08.2013;CNYRUB_TOM;5,3965;5,3861;5,3966;5,3906;8;37735350;5,3908
27.08.2013;CNYRUB_TOM;5,406;5,406;5,4295;5,4295;18;74189630;5,4153
28.08.2013;CNYRUB_TOM;5,4195;5,4195;5,4379;5,4379;4;3117282,5;5,4214
29.08.2013;CNYRUB_TOM;5,422;5,415;5,4275;5,4275;12;58259950;5,4195
30.08.2013;CNYRUB_TOM;5,435;5,4301;5,439;5,431;9;53312574,2;5,434
02.09.2013;CNYRUB_TOM;5,442;5,4366;5,4499;5,4499;7;30976106;5,4411
03.09.2013;CNYRUB_TOM;5,4544;5,452;5,4587;5,4587;6;17466952;5,4567
04.09.2013;CNYRUB_TOM;5,4702;5,4702;5,4702;5,4702;1;5470200;5,4702
05.09.2013;CNYRUB_TOM;5,4544;5,4544;5,47;5,47;6;18837400;5,4601
06.09.2013;CNYRUB_TOM;5,4662;5,464;5,4714;5,468;6;19917408,5;5,4643
09.09.2013;CNYRUB_TOM;5,4446;5,4446;5,4555;5,451;12;68374186,5;5,4512
10.09.2013;CNYRUB_TOM;5,408;5,4075;5,418;5,4179;13;53991895;5,4127
11.09.2013;CNYRUB_TOM;5,3906;5,372;5,3932;5,372;7;43627260;5,3861
12.09.2013;CNYRUB_TOM;5,356;5,3431;5,356;5,348;5;23536940;5,3493
13.09.2013;CNYRUB_TOM;5,3549;5,354;5,3565;5,354;7;31692272;5,3552
16.09.2013;CNYRUB_TOM;5,2914;5,268;5,2914;5,2829;7;40615673;5,2775
17.09.2013;CNYRUB_TOM;5,2829;5,2829;5,2962;5,2962;6;23800200;5,2889
18.09.2013;CNYRUB_TOM;5,2725;5,272;5,2898;5,2898;6;14798817,4;5,2759
19.09.2013;CNYRUB_TOM;5,1735;5,1699;5,18;5,18;5;6560501,5;5,178
20.09.2013;CNYRUB_TOM;5,2015;5,195;5,207;5,207;3;915376,5;5,201
23.09.2013;CNYRUB_TOM;5,2178;5,2174;5,2274;5,2174;11;40514387;5,2209
24.09.2013;CNYRUB_TOM;5,2021;5,1976;5,22;5,22;19;64629051,5;5,2095
25.09.2013;CNYRUB_TOM;5,2264;5,2264;5,2474;5,2474;13;46501086,8;5,2325
26.09.2013;CNYRUB_TOM;5,26;5,252;5,2666;5,2666;9;17131460;5,2631
27.09.2013;CNYRUB_TOM;5,285;5,285;5,305;5,3;12;24338962,5;5,2968
30.09.2013;CNYRUB_TOM;5,3115;5,299;5,317;5,299;9;40877600;5,3088
01.10.2013;CNYRUB_TOM;5,2838;5,2819;5,2838;5,2819;4;16043114,5;5,2826
02.10.2013;CNYRUB_TOM;5,2716;5,2716;5,2855;5,278;4;13292810;5,2749
03.10.2013;CNYRUB_TOM;5,255;5,255;5,2685;5,2685;3;3266119;5,2679
04.10.2013;CNYRUB_TOM;5,2655;5,255;5,2655;5,264;8;51819209;5,2608
07.10.2013;CNYRUB_TOM;5,29;5,278;5,29;5,289;6;28335480;5,2865
08.10.2013;CNYRUB_TOM;5,2811;5,28;5,29;5,28;10;51620227;5,2835
09.10.2013;CNYRUB_TOM;5,293;5,292;5,295;5,292;12;48522589,1;5,2938
10.10.2013;CNYRUB_TOM;5,2922;5,2922;5,2922;5,2922;1;5292200;5,2922
11.10.2013;CNYRUB_TOM;5,265;5,265;5,2744;5,2744;6;31623400;5,2706
14.10.2013;CNYRUB_TOM;5,284;5,2783;5,2939;5,2846;5;2663142,4;5,284
15.10.2013;CNYRUB_TOM;5,2856;5,2856;5,2909;5,29;3;6650607,2;5,2867
16.10.2013;CNYRUB_TOM;5,2851;5,2851;5,2851;5,2851;1;3963825;5,2851
17.10.2013;CNYRUB_TOM;5,264;5,2595;5,264;5,2595;3;2684595;5,2639
18.10.2013;CNYRUB_TOM;5,235;5,2108;5,235;5,2316;5;13054190;5,2217
21.10.2013;CNYRUB_TOM;5,2416;5,1389;5,2459;5,1389;7;19384257,1;5,2418
22.10.2013;CNYRUB_TOM;5,2454;5,236;5,2454;5,236;2;1236156,6;5,238
23.10.2013;CNYRUB_TOM;5,217;5,2155;5,2295;5,219;5;1759106,5;5,2199
24.10.2013;CNYRUB_TOM;5,2031;5,2031;5,219;5,219;6;9489927;5,2142
25.10.2013;CNYRUB_TOM;5,21;5,21;5,232;5,232;5;6060300;5,2244
28.10.2013;CNYRUB_TOM;5,2415;5,2313;5,2475;5,236;9;26008950,4;5,2406
29.10.2013;CNYRUB_TOM;5,2568;5,2529;5,273;5,267;10;4819396,8;5,2614
30.10.2013;CNYRUB_TOM;5,274;5,2625;5,274;5,263;17;49238088,9;5,265
31.10.2013;CNYRUB_TOM;5,267;5,265;5,275;5,2655;9;42830826,7;5,2702
01.11.2013;CNYRUB_TOM;5,28;5,28;5,285;5,285;4;2546542,5;5,2833
05.11.2013;CNYRUB_TOM;5,313;5,23;5,317;5,23;19;55854257,3;5,3114
06.11.2013;CNYRUB_TOM;5,326;5,325;5,3334;5,3255;12;35200633;5,3294
07.11.2013;CNYRUB_TOM;5,3202;5,3123;5,3202;5,314;6;42914730,9;5,3158
08.11.2013;CNYRUB_TOM;5,329;5,329;5,3585;5,3585;16;79890575,5;5,3524
11.11.2013;CNYRUB_TOM;5,3708;5,364;5,385;5,385;11;43781373,5;5,3693
12.11.2013;CNYRUB_TOM;5,3925;5,385;5,4174;5,407;38;158356241,5;5,3954
13.11.2013;CNYRUB_TOM;5,3971;5,393;5,412;5,393;21;95694241;5,3967
14.11.2013;CNYRUB_TOM;5,378;5,367;5,4;5,3801;44;259759645,7;5,3739
15.11.2013;CNYRUB_TOM;5,3694;5,3686;5,3765;5,3703;46;299148503,1;5,3715
18.11.2013;CNYRUB_TOM;5,355;5,3531;5,3629;5,355;40;428950234,8;5,3564
19.11.2013;CNYRUB_TOM;5,3656;5,3656;5,4499;5,399;40;578136549,5;5,3689
20.11.2013;CNYRUB_TOM;5,3821;5,3821;5,46;5,4599;34;538044955,7;5,391
21.11.2013;CNYRUB_TOM;5,425;5,42;5,505;5,4278;28;407452620,2;5,4343
22.11.2013;CNYRUB_TOM;5,4249;5,394;5,4249;5,394;24;284063836,3;5,4197
25.11.2013;CNYRUB_TOM;5,3884;5,382;5,4223;5,4223;16;68645440,6;5,3899
26.11.2013;CNYRUB_TOM;5,4122;5,3894;5,426;5,3894;17;119734473,2;5,4198
27.11.2013;CNYRUB_TOM;5,4052;5,4052;5,427;5,425;18;202357440;5,4127
28.11.2013;CNYRUB_TOM;5,445;5,4401;5,45;5,446;14;25513458,6;5,4446
29.11.2013;CNYRUB_TOM;5,4401;5,4401;5,4505;5,4505;5;6627206,2;5,4455
02.12.2013;CNYRUB_TOM;5,445;5,4411;5,4625;5,45;8;9944437,7;5,449
03.12.2013;CNYRUB_TOM;5,4552;5,4552;5,47;5,47;9;14132907,2;5,463
04.12.2013;CNYRUB_TOM;5,463;5,434;5,4665;5,434;24;311913091,6;5,4653
05.12.2013;CNYRUB_TOM;5,3801;5,3801;5,4441;5,43;17;35649945,5;5,4278
06.12.2013;CNYRUB_TOM;5,422;5,4001;5,4278;5,4001;29;44384165,8;5,4213
09.12.2013;CNYRUB_TOM;5,393;5,393;5,4489;5,4489;16;21234888,4;5,3992
10.12.2013;CNYRUB_TOM;5,394;5,3891;5,4085;5,3937;21;46667726,2;5,3964
11.12.2013;CNYRUB_TOM;5,393;5,3802;5,396;5,3959;35;124505252;5,3936
12.12.2013;CNYRUB_TOM;5,3905;5,3821;5,403;5,396;43;342325933,8;5,3933
13.12.2013;CNYRUB_TOM;5,4096;5,4026;5,418;5,408;61;362768038,3;5,4094
16.12.2013;CNYRUB_TOM;5,4086;5,4085;5,4197;5,4125;40;65771438,7;5,4128
17.12.2013;CNYRUB_TOM;5,4139;5,41;5,4175;5,4175;16;162405754,6;5,4132
18.12.2013;CNYRUB_TOM;5,4233;5,4219;5,4338;5,43;9;47877146,1;5,4252
19.12.2013;CNYRUB_TOM;5,4225;5,4225;5,425;5,4248;6;57849773,4;5,4248
20.12.2013;CNYRUB_TOM;5,4303;5,4298;5,442;5,442;16;153748427,6;5,4313
23.12.2013;CNYRUB_TOM;5,4262;5,392;5,43;5,392;19;273982394,1;5,4246
24.12.2013;CNYRUB_TOM;5,3752;5,3752;5,382;5,382;10;69855089,7;5,3788
25.12.2013;CNYRUB_TOM;5,3701;5,37;5,393;5,383;14;33860923,8;5,3816
26.12.2013;CNYRUB_TOM;5,379;5,2474;5,3805;5,2474;11;38383166,8;5,3773
27.12.2013;CNYRUB_TOM;5,3724;5,366;5,379;5,366;10;37638027;5,3723
30.12.2013;CNYRUB_TOM;5,394;5,394;5,394;5,394;1;3236400;5,394
06.01.2014;CNYRUB_TOM;0;0;0;0;0;0;5,394
08.01.2014;CNYRUB_TOM;0;0;0;0;0;0;5,394
09.01.2014;CNYRUB_TOM;5,475;5,4375;5,4877;5,482;13;238789160;5,4768
10.01.2014;CNYRUB_TOM;5,495;5,483;5,515;5,483;6;11180562;5,4995
13.01.2014;CNYRUB_TOM;5,497;5,485;5,497;5,496;3;6644260;5,4911
14.01.2014;CNYRUB_TOM;5,51;5,51;5,51;5,51;2;11020000;5,51
15.01.2014;CNYRUB_TOM;5,5388;5,527;5,5499;5,544;60;1325013900;5,5359
16.01.2014;CNYRUB_TOM;5,5291;5,5291;5,554;5,5494;19;364941180,6;5,5364
17.01.2014;CNYRUB_TOM;5,545;5,5378;5,547;5,54;15;405961244;5,5436
20.01.2014;CNYRUB_TOM;5,5765;5,5765;5,592;5,592;10;200998600;5,5833
21.01.2014;CNYRUB_TOM;5,6151;5,6027;5,7225;5,64;28;659008786,5;5,6121
22.01.2014;CNYRUB_TOM;5,6128;5,608;5,6275;5,6225;23;494961456;5,6119
23.01.2014;CNYRUB_TOM;5,63;5,6296;5,65;5,6464;23;391008650;5,6358
24.01.2014;CNYRUB_TOM;5,6629;5,6629;5,75;5,75;19;298298530;5,6797
27.01.2014;CNYRUB_TOM;5,745;5,7383;5,7666;5,7532;21;254381604,2;5,747
28.01.2014;CNYRUB_TOM;5,7271;5,7191;5,8499;5,8499;46;992187693,4;5,7343
29.01.2014;CNYRUB_TOM;5,7053;5,7053;5,746;5,746;32;635873000;5,7286
30.01.2014;CNYRUB_TOM;5,83;5,805;5,8753;5,805;7;19723078,6;5,8404
31.01.2014;CNYRUB_TOM;5,8201;5,82;5,8201;5,82;2;2328002,7;5,82
03.02.2014;CNYRUB_TOM;5,86;5,82;5,86;5,82;3;8867200;5,8337
04.02.2014;CNYRUB_TOM;5,8288;5,8288;5,85;5,85;5;573257,2;5,8496
05.02.2014;CNYRUB_TOM;5,807;5,765;5,818;5,77;11;24036521,3;5,8059
06.02.2014;CNYRUB_TOM;5,765;5,76;5,772;5,772;4;3864740;5,7683
07.02.2014;CNYRUB_TOM;5,717;5,717;5,756;5,756;24;442643240;5,7308
10.02.2014;CNYRUB_TOM;5,7351;5,7351;5,769;5,769;24;302425722;5,7476
11.02.2014;CNYRUB_TOM;5,7555;5,7502;5,765;5,753;43;504674379;5,7557
12.02.2014;CNYRUB_TOM;5,7445;5,743;5,773;5,773;24;358000755;5,7482
13.02.2014;CNYRUB_TOM;5,7629;5,7554;5,8097;5,8097;40;506121450;5,7645
14.02.2014;CNYRUB_TOM;5,825;5,8122;5,85;5,8122;68;1356255910;5,8339
17.02.2014;CNYRUB_TOM;5,8154;5,7955;5,8163;5,8121;29;587970397,1;5,8061
18.02.2014;CNYRUB_TOM;5,8249;5,82;5,8515;5,8425;49;1575460770;5,8249
19.02.2014;CNYRUB_TOM;5,8773;5,867;5,9202;5,9202;59;1305014234;5,8753
20.02.2014;CNYRUB_TOM;5,895;5,88;5,9061;5,9;33;783825200;5,8934
21.02.2014;CNYRUB_TOM;5,8669;5,8383;6,0392;6,0392;20;51062408,7;5,8652
24.02.2014;CNYRUB_TOM;5,8298;5,8056;5,8338;5,8338;9;23689018,4;5,8261
25.02.2014;CNYRUB_TOM;5,8159;5,8133;5,824;5,8133;14;28631961;5,8195
26.02.2014;CNYRUB_TOM;5,835;5,835;5,89;5,89;17;64993560;5,8627
27.02.2014;CNYRUB_TOM;5,8942;5,8843;5,93;5,93;47;556285834;5,8972
28.02.2014;CNYRUB_TOM;5,8874;5,8874;5,9119;5,8901;42;791395700,4;5,9009
03.03.2014;CNYRUB_TOM;5,92;5,92;5,9518;5,9518;23;75679570;5,944
04.03.2014;CNYRUB_TOM;5,9245;5,901;5,936;5,901;40;397375588;5,9232
05.03.2014;CNYRUB_TOM;5,8841;5,883;5,906;5,89;20;68316812;5,8945
06.03.2014;CNYRUB_TOM;5,903;5,903;5,93;5,9245;17;354853767,8;5,9143
07.03.2014;CNYRUB_TOM;5,942;5,93;5,9474;5,9446;24;691699531;5,9378
11.03.2014;CNYRUB_TOM;5,95;5,9346;5,95;5,9346;17;62171869,9;5,9398
12.03.2014;CNYRUB_TOM;5,9354;5,9323;5,94;5,936;9;30188200;5,9367
13.03.2014;CNYRUB_TOM;5,935;5,9321;5,94;5,9395;5;29693063,5;5,9386
14.03.2014;CNYRUB_TOM;5,9509;5,95;5,967;5,967;9;12446928;5,964
17.03.2014;CNYRUB_TOM;5,943;5,9146;5,943;5,9146;5;12195872,8;5,9376
18.03.2014;CNYRUB_TOM;5,8799;5,8799;5,9175;5,88;14;93719250;5,8943
19.03.2014;CNYRUB_TOM;5,836;5,8214;5,8468;5,823;19;49421908,5;5,837
20.03.2014;CNYRUB_TOM;5,81;5,8;5,8313;5,8313;51;1101083437;5,8101
21.03.2014;CNYRUB_TOM;5,8651;5,841;5,8688;5,8475;35;1271743673;5,8575
24.03.2014;CNYRUB_TOM;5,836;5,82;5,836;5,8317;30;537898860;5,8277
25.03.2014;CNYRUB_TOM;5,828;5,767;5,828;5,767;24;153992501,7;5,8001
26.03.2014;CNYRUB_TOM;5,713;5,6978;5,7344;5,72;23;116758645;5,7078
27.03.2014;CNYRUB_TOM;5,7152;5,7152;5,7378;5,7359;16;45183668;5,7303
28.03.2014;CNYRUB_TOM;5,745;5,7371;5,7642;5,75;14;28026580,3;5,749
31.03.2014;CNYRUB_TOM;5,7273;5,6854;5,7319;5,6944;89;59920951,1;5,697
01.04.2014;CNYRUB_TOM;5,645;5,6368;5,6663;5,665;342;480826426,9;5,6586
02.04.2014;CNYRUB_TOM;5,6679;5,662;5,72;5,72;339;529537801,9;5,6945
03.04.2014;CNYRUB_TOM;5,71;5,71;5,7295;5,72;347;478736424,9;5,722
04.04.2014;CNYRUB_TOM;5,702;5,669;5,7129;5,6872;356;525828717,9;5,6939
07.04.2014;CNYRUB_TOM;5,6996;5,6996;5,7513;5,73;403;526975322,6;5,7265
08.04.2014;CNYRUB_TOM;5,737;5,7044;5,74;5,74;345;528249322,6;5,7286
09.04.2014;CNYRUB_TOM;5,7531;5,7138;5,8002;5,781;725;520529512;5,7645
10.04.2014;CNYRUB_TOM;5,732;5,7076;5,747;5,7313;1092;520782568,9;5,7263
11.04.2014;CNYRUB_TOM;5,736;5,7275;5,7621;5,7613;1060;502194303,9;5,7385
14.04.2014;CNYRUB_TOM;5,784;5,7493;5,7958;5,7642;1055;509703155,7;5,7762
15.04.2014;CNYRUB_TOM;5,7779;5,7704;5,798;5,7965;1079;845611385;5,7816
16.04.2014;CNYRUB_TOM;5,7966;5,7703;5,804;5,7742;1077;516495882,9;5,7906
17.04.2014;CNYRUB_TOM;5,7751;5,7504;5,9109;5,7551;1065;491599004;5,7733
18.04.2014;CNYRUB_TOM;5,7061;5,6911;5,7231;5,71;1081;486819086,5;5,715
21.04.2014;CNYRUB_TOM;5,7238;5,6502;5,7428;5,6707;1097;492065926,5;5,7244
22.04.2014;CNYRUB_TOM;5,722;5,7089;5,7346;5,7136;1063;472919219,1;5,7238
23.04.2014;CNYRUB_TOM;5,7053;5,702;5,8266;5,72;1067;494223320,4;5,7182
24.04.2014;CNYRUB_TOM;5,7172;5,7026;5,818;5,723;1043;471413605,5;5,7129
25.04.2014;CNYRUB_TOM;5,73;5,7247;5,852;5,852;1067;495579620,1;5,7481
28.04.2014;CNYRUB_TOM;5,763;5,7491;5,7751;5,76;918;428206967,5;5,7627
29.04.2014;CNYRUB_TOM;5,7071;5,676;5,8341;5,8341;586;303650236,8;5,6999
30.04.2014;CNYRUB_TOM;5,693;5,6915;5,784;5,7088;912;429058969,9;5,7042
02.05.2014;CNYRUB_TOM;0;0;0;0;0;0;5,7042
05.05.2014;CNYRUB_TOM;5,7422;5,7259;5,7457;5,7302;970;428377707;5,7357
06.05.2014;CNYRUB_TOM;5,7243;5,6914;5,8;5,8;1073;499750049,8;5,7147
07.05.2014;CNYRUB_TOM;5,6841;5,6604;5,7092;5,6608;1062;473804560,9;5,6903
08.05.2014;CNYRUB_TOM;5,623;5,5788;5,6549;5,625;1072;503044913,4;5,6198
12.05.2014;CNYRUB_TOM;5,6501;5,62;5,6557;5,623;1070;497871781,3;5,6371
13.05.2014;CNYRUB_TOM;5,589;5,5758;5,6016;5,5807;1090;494958615,9;5,5898
14.05.2014;CNYRUB_TOM;5,5717;5,5652;5,5897;5,57;1073;485867975,9;5,576
15.05.2014;CNYRUB_TOM;5,574;5,5539;5,5827;5,579;1093;496868788,3;5,5706
16.05.2014;CNYRUB_TOM;5,5771;5,5698;5,59;5,5752;1052;461156976,6;5,5811
19.05.2014;CNYRUB_TOM;5,563;5,5241;5,5733;5,5425;1077;478592779,6;5,5481
20.05.2014;CNYRUB_TOM;5,5306;5,5306;5,5578;5,5393;990;452191458,8;5,544
21.05.2014;CNYRUB_TOM;5,5429;5,5145;5,5448;5,5215;986;434171105;5,5323
22.05.2014;CNYRUB_TOM;5,502;5,4956;5,5123;5,5046;1088;461262087,6;5,5043
23.05.2014;CNYRUB_TOM;5,497;5,4696;5,5058;5,4824;1074;476963749,5;5,4942
26.05.2014;CNYRUB_TOM;5,4542;5,4542;5,4854;5,4742;1060;468334943,1;5,4727
27.05.2014;CNYRUB_TOM;5,4755;5,4742;5,5136;5,4952;1097;524636492;5,4952
28.05.2014;CNYRUB_TOM;5,4959;5,4959;5,526;5,5132;1089;503348582,5;5,5104
29.05.2014;CNYRUB_TOM;5,5386;5,526;5,5598;5,5518;1081;488104525;5,5439
30.05.2014;CNYRUB_TOM;5,555;5,5544;5,5861;5,5716;1054;516857559,8;5,5657
02.06.2014;CNYRUB_TOM;5,588;5,5744;5,5968;5,585;1090;493236734,1;5,5832
03.06.2014;CNYRUB_TOM;5,604;5,5912;5,6111;5,6054;1047;475427578,1;5,6004
04.06.2014;CNYRUB_TOM;5,6088;5,5966;5,639;5,5966;1092;504699727;5,6237
05.06.2014;CNYRUB_TOM;5,5848;5,5512;5,5858;5,5557;1078;507393054,2;5,5698
06.06.2014;CNYRUB_TOM;5,5541;5,5031;5,5611;5,517;1073;479766841,8;5,5459
09.06.2014;CNYRUB_TOM;5,513;5,4955;5,52;5,505;22;146121317,7;5,5045
10.06.2014;CNYRUB_TOM;5,5122;5,5104;5,5319;5,5245;1046;563897612,8;5,5226
11.06.2014;CNYRUB_TOM;5,5111;5,4829;5,5726;5,5256;1080;451304698,3;5,5203
13.06.2014;CNYRUB_TOM;5,5976;5,4221;5,6398;5,5583;60;24657922,8;5,5511
16.06.2014;CNYRUB_TOM;5,543;5,5014;5,5946;5,5014;1079;509283436,5;5,5653
17.06.2014;CNYRUB_TOM;5,579;5,4921;5,6469;5,598;1079;550703197,2;5,5853
