10.01.2019 10:03:57,SBER,195.890000,195.870000,195.870000,SBERP,169.540000,169.460000,169.480000
10.01.2019 10:04:07,SBER,195.880000,195.860000,195.860000,SBERP,169.490000,169.410000,169.410000
10.01.2019 10:04:17,SBER,195.830000,195.800000,195.830000,SBERP,169.490000,169.410000,169.410000
10.01.2019 10:04:27,SBER,195.840000,195.820000,195.840000,SBERP,169.490000,169.410000,169.410000
10.01.2019 10:04:37,SBER,195.870000,195.840000,195.870000,SBERP,169.500000,169.430000,169.410000
10.01.2019 10:04:47,SBER,195.890000,195.870000,195.870000,SBERP,169.480000,169.400000,169.400000
10.01.2019 10:04:57,SBER,195.900000,195.890000,195.880000,SBERP,169.500000,169.420000,169.400000
10.01.2019 10:05:07,SBER,195.990000,195.980000,195.990000,SBERP,169.540000,169.420000,169.470000
10.01.2019 10:05:17,SBER,195.990000,195.930000,195.980000,SBERP,169.510000,169.420000,169.430000
10.01.2019 10:05:27,SBER,195.990000,195.920000,195.920000,SBERP,169.380000,169.260000,169.250000
10.01.2019 10:05:37,SBER,196.000000,195.980000,196.000000,SBERP,169.370000,169.270000,169.370000
10.01.2019 10:05:47,SBER,196.000000,195.990000,195.990000,SBERP,169.380000,169.280000,169.270000
10.01.2019 10:05:57,SBER,196.040000,196.000000,196.050000,SBERP,169.380000,169.290000,169.290000
10.01.2019 10:06:07,SBER,195.720000,195.700000,195.700000,SBERP,168.970000,168.880000,168.980000
10.01.2019 10:06:18,SBER,195.740000,195.700000,195.700000,SBERP,169.010000,168.930000,169.020000
10.01.2019 10:06:27,SBER,195.770000,195.750000,195.780000,SBERP,168.890000,168.860000,168.890000
10.01.2019 10:06:38,SBER,195.810000,195.750000,195.760000,SBERP,169.020000,168.940000,169.010000
10.01.2019 10:06:48,SBER,195.730000,195.700000,195.720000,SBERP,169.010000,168.970000,169.010000
10.01.2019 10:06:58,SBER,195.730000,195.700000,195.730000,SBERP,169.100000,169.010000,169.020000
10.01.2019 10:07:08,SBER,195.720000,195.710000,195.720000,SBERP,169.030000,168.960000,169.030000
10.01.2019 10:07:18,SBER,195.730000,195.720000,195.730000,SBERP,169.030000,168.970000,169.030000
10.01.2019 10:07:28,SBER,195.720000,195.700000,195.720000,SBERP,169.080000,169.010000,169.080000
10.01.2019 10:07:38,SBER,195.540000,195.510000,195.510000,SBERP,168.950000,168.920000,168.960000
10.01.2019 10:07:48,SBER,195.570000,195.540000,195.540000,SBERP,168.950000,168.910000,168.960000
10.01.2019 10:07:58,SBER,195.650000,195.610000,195.610000,SBERP,169.000000,168.920000,168.980000
10.01.2019 10:08:08,SBER,195.650000,195.610000,195.600000,SBERP,169.000000,168.940000,169.000000
10.01.2019 10:08:18,SBER,195.730000,195.650000,195.650000,SBERP,169.070000,168.980000,169.000000
10.01.2019 10:08:28,SBER,195.700000,195.650000,195.700000,SBERP,169.060000,168.970000,169.060000
10.01.2019 10:08:38,SBER,195.660000,195.580000,195.650000,SBERP,168.720000,168.630000,168.600000
10.01.2019 10:08:48,SBER,195.720000,195.650000,195.720000,SBERP,168.790000,168.690000,168.690000
10.01.2019 10:08:58,SBER,195.700000,195.670000,195.630000,SBERP,168.790000,168.690000,168.650000
10.01.2019 10:09:08,SBER,195.630000,195.620000,195.620000,SBERP,168.790000,168.660000,168.650000
10.01.2019 10:09:18,SBER,195.680000,195.630000,195.640000,SBERP,168.790000,168.680000,168.650000
10.01.2019 10:09:28,SBER,195.670000,195.600000,195.600000,SBERP,168.790000,168.680000,168.670000
10.01.2019 10:09:38,SBER,195.650000,195.610000,195.610000,SBERP,168.790000,168.700000,168.670000
10.01.2019 10:09:48,SBER,195.710000,195.670000,195.730000,SBERP,168.830000,168.710000,168.830000
10.01.2019 10:09:58,SBER,195.710000,195.670000,195.670000,SBERP,168.840000,168.750000,168.830000
10.01.2019 10:10:08,SBER,195.720000,195.700000,195.670000,SBERP,168.840000,168.760000,168.830000
10.01.2019 10:10:18,SBER,195.730000,195.710000,195.730000,SBERP,168.920000,168.810000,168.890000
10.01.2019 10:10:28,SBER,195.980000,195.900000,195.900000,SBERP,169.010000,168.920000,169.010000
10.01.2019 10:10:38,SBER,195.890000,195.850000,195.850000,SBERP,168.990000,168.910000,168.990000
10.01.2019 10:10:48,SBER,195.800000,195.740000,195.750000,SBERP,168.840000,168.820000,168.890000
10.01.2019 10:10:59,SBER,195.770000,195.760000,195.770000,SBERP,168.840000,168.810000,168.890000
10.01.2019 10:11:09,SBER,195.850000,195.820000,195.850000,SBERP,168.930000,168.840000,168.940000
10.01.2019 10:11:19,SBER,195.840000,195.810000,195.820000,SBERP,168.930000,168.850000,168.940000
10.01.2019 10:11:29,SBER,195.850000,195.780000,195.800000,SBERP,168.930000,168.840000,168.930000
10.01.2019 10:11:39,SBER,195.850000,195.820000,195.820000,SBERP,168.920000,168.850000,168.850000
10.01.2019 10:11:49,SBER,195.850000,195.830000,195.850000,SBERP,168.920000,168.850000,168.850000
10.01.2019 10:11:59,SBER,195.930000,195.890000,195.890000,SBERP,168.970000,168.890000,168.970000
10.01.2019 10:12:09,SBER,195.970000,195.950000,195.940000,SBERP,169.040000,168.920000,169.030000
10.01.2019 10:12:18,SBER,196.080000,195.980000,196.080000,SBERP,169.060000,168.990000,169.030000
10.01.2019 10:12:29,SBER,196.100000,196.050000,196.050000,SBERP,169.080000,169.010000,169.080000
10.01.2019 10:12:39,SBER,196.070000,196.050000,196.070000,SBERP,169.100000,169.030000,169.080000
10.01.2019 10:12:49,SBER,196.100000,196.090000,196.100000,SBERP,169.100000,169.040000,169.080000
10.01.2019 10:12:59,SBER,196.100000,196.090000,196.100000,SBERP,169.150000,169.110000,169.110000
10.01.2019 10:13:09,SBER,196.110000,196.100000,196.100000,SBERP,169.160000,169.110000,169.160000
10.01.2019 10:13:19,SBER,196.090000,196.040000,196.040000,SBERP,169.110000,169.040000,169.090000
10.01.2019 10:13:29,SBER,196.030000,196.020000,196.010000,SBERP,169.110000,169.030000,169.090000
10.01.2019 10:13:39,SBER,196.050000,196.020000,196.020000,SBERP,169.110000,169.030000,169.090000
10.01.2019 10:13:49,SBER,196.040000,196.010000,196.010000,SBERP,169.100000,169.030000,169.090000
10.01.2019 10:13:59,SBER,196.070000,196.010000,196.010000,SBERP,169.100000,169.050000,169.100000
10.01.2019 10:14:09,SBER,196.070000,196.020000,196.020000,SBERP,169.120000,169.050000,169.150000
10.01.2019 10:14:19,SBER,196.050000,196.000000,196.000000,SBERP,169.060000,169.050000,169.050000
10.01.2019 10:14:29,SBER,196.050000,196.000000,196.010000,SBERP,169.150000,169.050000,169.060000
10.01.2019 10:14:39,SBER,196.050000,196.030000,196.050000,SBERP,169.150000,169.080000,169.150000
10.01.2019 10:14:50,SBER,196.030000,196.000000,196.000000,SBERP,169.160000,169.080000,169.150000
10.01.2019 10:15:00,SBER,196.050000,196.000000,196.000000,SBERP,169.160000,169.100000,169.160000
10.01.2019 10:15:10,SBER,196.040000,196.010000,196.000000,SBERP,169.150000,169.110000,169.160000
10.01.2019 10:15:20,SBER,196.040000,196.020000,196.040000,SBERP,169.150000,169.090000,169.150000
10.01.2019 10:15:30,SBER,196.040000,196.010000,196.020000,SBERP,169.140000,169.090000,169.130000
10.01.2019 10:15:40,SBER,196.050000,196.030000,196.050000,SBERP,169.150000,169.110000,169.150000
10.01.2019 10:15:49,SBER,196.050000,196.010000,196.050000,SBERP,169.140000,169.060000,169.010000
10.01.2019 10:16:00,SBER,196.010000,196.000000,196.000000,SBERP,169.150000,169.110000,169.010000
10.01.2019 10:16:10,SBER,196.050000,196.010000,196.050000,SBERP,169.150000,169.120000,169.010000
